"year","sex","age","deaths"
1992,"female",20,58.0788653604052
1992,"female",25,90.1223772833874
1992,"female",30,88.119657788201
1992,"female",35,142.193084158233
1992,"female",40,182.247474061961
1992,"female",45,204.277388509011
1992,"female",50,286.388887811653
1992,"female",55,306.416082763517
1992,"female",60,386.524862570973
1992,"female",65,502.682593291783
1992,"female",70,688.935506344117
1992,"female",75,654.889274925948
1992,"female",80,813.104115045673
1992,"female",85,1272.79466019856
1993,"female",0,810.530684930946
1993,"female",1,170.75588903132
1993,"female",5,50.2223203033295
1993,"female",10,34.1511778062641
1993,"female",15,64.2845699882618
1993,"female",20,68.3023556125281
1993,"female",25,80.3557124853272
1993,"female",30,114.506890291591
1993,"female",35,120.533568727991
1993,"female",40,158.702532158521
1993,"female",45,192.853709964785
1993,"female",50,243.076030268115
1993,"female",55,359.591813371839
1993,"female",60,445.974204293566
1993,"female",65,486.15206053623
1993,"female",70,650.881271131151
1993,"female",75,685.032448937415
1993,"female",80,817.619374538205
1993,"female",85,1404.21607568109
1994,"female",0,644.20871559633
1994,"female",1,158.543577981651
1994,"female",5,40.1376146788991
1994,"female",10,48.1651376146789
1994,"female",15,56.1926605504587
1994,"female",20,96.3302752293578
1994,"female",25,82.2821100917431
1994,"female",30,96.3302752293578
1994,"female",35,110.378440366972
1994,"female",40,148.509174311927
1994,"female",45,178.612385321101
1994,"female",50,252.866972477064
1994,"female",55,351.204128440367
1994,"female",60,429.47247706422
1994,"female",65,503.727064220183
1994,"female",70,704.415137614679
1994,"female",75,768.635321100917
1994,"female",80,862.95871559633
1994,"female",85,1467.02981651376
1995,"female",0,612.210073484183
1995,"female",1,165.207240763511
1995,"female",5,64.4711183467361
1995,"female",10,42.3091714150456
1995,"female",15,50.3680612083876
1995,"female",20,92.6772326234331
1995,"female",25,56.4122285533941
1995,"female",30,94.6919550717686
1995,"female",35,108.795012210117
1995,"female",40,149.089461176827
1995,"female",45,187.369187695202
1995,"female",50,267.958085628622
1995,"female",55,330.414481527022
1995,"female",60,463.386163117166
1995,"female",65,554.048673292263
1995,"female",70,705.152856917426
1995,"female",75,828.050926265891
1995,"female",80,969.081497649377
1995,"female",85,1648.04296273844
1996,"female",0,595.71572401687
1996,"female",1,140.941738969149
1996,"female",5,68.4574160707294
1996,"female",10,36.2421614492097
1996,"female",15,56.3766955876595
1996,"female",20,68.4574160707294
1996,"female",25,90.6054036230241
1996,"female",30,84.5650433814892
1996,"female",35,112.753391175319
1996,"female",40,165.103179935288
1996,"female",45,219.466422109103
1996,"female",50,249.668223316778
1996,"female",55,352.354347422872
1996,"female",60,426.852123735136
1996,"female",65,525.51134101354
1996,"female",70,722.829775570348
1996,"female",75,845.650433814892
1996,"female",80,849.677340642582
1996,"female",85,1572.50711621293
1997,"female",0,651.641666126241
1997,"female",1,135.223957101875
1997,"female",5,54.4932364440392
1997,"female",10,32.2922882631343
1997,"female",15,52.4749684275933
1997,"female",20,78.7124526413899
1997,"female",25,78.7124526413899
1997,"female",30,98.8951328058489
1997,"female",35,125.132617019646
1997,"female",40,181.644121480131
1997,"female",45,222.009481809048
1997,"female",50,274.484450236642
1997,"female",55,337.050758746465
1997,"female",60,464.201643782556
1997,"female",65,524.749684275933
